time;s_00;s_01;s_02;s_03;s_04;s_05;s_06;s_07;s_08;s_09;s_10;s_11;s_12;s_13;s_14;s_15;s_16;s_17;s_18;s_19;sonic_custom;sonic_rmslog;temp;vib_x_acc;vib_x_f1;vib_x_f2;vib_x_f3;vib_x_kurt;vib_x_peak;vib_x_root;vib_x_vel;vib_y_acc;vib_y_f1;vib_y_f2;vib_y_f3;vib_y_kurt;vib_y_peak;vib_y_root;vib_y_vel;vib_z_acc;vib_z_f1;vib_z_f2;vib_z_f3;vib_z_kurt;vib_z_peak;vib_z_root;vib_z_vel
03/01/2023 16:32;-65.55046921492333;-69.1760128175784;-68.05676356145571;-71.1810482948043;-68.6678873884184;-70.9246967269398;-73.30510414282445;-69.51476310368506;-72.28427557793545;-75.57106889448386;-53.2364385442893;-68.60151064316777;-65.72442206454566;-64.03524834058136;-65.24376287479973;-68.21240558480201;-65.03776607919431;-73.01670862897687;-73.72396429388876;-82.01190203707942;0.3637445639734493;-60.49897001602197;20.987666895552024;0.008300907911802853;0;0;0;2.9617761501487756;0.0336919203479057;0;0.11902037079423208;0.00708018616006714;0;0;0;2.98619058518349;0.02832074464026856;0;0.09613183794918746;0.013672083619439994;0;0;0;2.754253452353704;0.049561303120469975;0;0.14648661020828566
03/01/2023 15:47;-64.2069123369192;-68.02014190890364;-67.46623941405356;-70.62943465323872;-69.17372396429388;-71.73495078965438;-72.10116731517509;-70.62943465323872;-72.48340581368734;-74.74708171206225;-52.22247653925383;-67.4891279468986;-64.9782558937972;-64.03295948729686;-64.74021515220873;-67.72945754177157;-64.8249027237354;-73.0258640421149;-73.53627832455939;-81.86541542687114;0.33228046082246127;-60.14877546349278;20.744864576180703;0.008789196612497139;0;0;0;3.044174868390936;0.03222705424582284;0;0.2426184481574731;0.00708018616006714;0;0;0;2.98619058518349;0.025391012436102846;0;0.08850232700083925;0.014648661020828565;0;0;0;2.8305485618371864;0.05224689097428855;0;0.2166781109330892
03/01/2023 15:02;-64.92332341496909;-68.9288166628519;-68.01556420233463;-71.35957885099565;-68.3108262760357;-71.25886930647745;-72.52002746623941;-71.04600595101853;-72.85648889906156;-75.4314488441291;-55.49095902952621;-68.45502403295949;-65.52071412222476;-63.46532387273976;-65.61455710688945;-68.57862211032273;-65.17738612954909;-72.91599908445868;-74.86152437628748;-82.13321126115815;0.3407034409094377;-60.72785534447242;20.640806439307255;0.008545052262149997;0;0;0;2.9800869764248112;0.031494621194781414;0;0.21820401312275883;0.00708018616006714;0;0;0;3.0380712596322574;0.029785610742351414;0;0.10681315327687495;0.013916227969787136;0;0;0;2.8763256275272755;0.05078202487220569;0;0.18310826276035705
03/01/2023 14:17;-64.22064545662623;-68.27191577019913;-68.59464408331425;-71.30922407873655;-67.28770885786221;-71.22224765392538;-72.26596475165941;-70.38452735179675;-73.47905699244679;-75.52986953536278;-53.54772259098192;-67.01991302357519;-65.56878004119936;-64.4151979858091;-65.75875486381322;-68.29022659647516;-65.21629663538567;-72.84962233920805;-73.37376974135958;-81.68459601739528;0.3520103761348898;-60.688944838635834;20.155201800564612;0.008545052262149997;0;0;0;3.0594338902876324;0.03442435339894713;0;0.2029449912260624;0.00708018616006714;0;0;0;2.981612878614481;0.029053177691309988;0;0.11596856641489281;0.01416037232013428;0;0;0;2.8885328450446326;0.05761806668192569;0;0.20752269779507135
03/01/2023 13:32;-63.80407415884642;-67.9972533760586;-67.70656900892652;-70.36850537880521;-68.72510872053101;-71.87457084000916;-72.2064545662623;-71.36873426413366;-72.25680933852139;-75.5367360952163;-53.53627832455939;-68.05676356145571;-64.84779125658045;-64.40604257267108;-64.94621194781413;-68.63584344243533;-65.47264820325017;-73.34630350194553;-74.3076218814374;-82.18814373998626;0.34436560616464484;-60.654612039368274;19.600225070573003;0.009277485313191424;0;0;0;3.150988021667811;0.036865796902418556;0;0.29449912260624095;0.00708018616006714;0;0;0;2.8107118333714807;0.02221713588158999;0;0.11902037079423208;0.013916227969787136;0;0;0;2.981612878614481;0.048096437018387124;0;0.24719615472648204
03/01/2023 12:47;-65.62142366674296;-68.64957656214236;-68.6655985351339;-70.75761043717097;-67.32204165712977;-71.20164797436485;-72.69626916914625;-71.60448615243763;-72.89311055161363;-75.64660105287251;-54.93934538796063;-67.86449988555734;-64.66239414053558;-64.13595788509956;-65.48180361638819;-68.09796292057679;-65.64888990615701;-72.84046692607004;-74.84321355001144;-82.07370107576104;0.33115129320210573;-60.775921263447;19.079934386205878;0.008300907911802853;0;0;0;3.150988021667811;0.036865796902418556;0;0.16784924086366063;0.00708018616006714;0;0;0;3.048752574959945;0.02294956893263142;0;0.1373311970702678;0.013183794918745708;0;0;0;2.8793774319066148;0.048340581368734266;0;0.18005645838101778
03/01/2023 12:02;-65.27122911421378;-69.12336919203479;-68.23300526436255;-71.83794918745708;-68.44129091325246;-71.6433966582742;-72.58869306477455;-70.55161364156557;-73.46074616617075;-75.83199816891737;-53.32799267566949;-67.96063172350652;-64.97138933394369;-63.84985122453651;-65.05607690547035;-68.40695811398489;-64.84779125658045;-73.14488441290914;-74.21149004348821;-82.24765392538337;0.3504539559014267;-60.37537193865873;18.455585564965304;0.008300907911802853;0;0;0;3.0975814450293737;0.039795529106584265;0;0.1953154802777142;0.00708018616006714;0;0;0;2.989242389562829;0.027100022888532846;0;0.0869764248111696;0.013916227969787136;0;0;0;3.105210955977722;0.05957122148470283;0;0.23041123064011595
03/01/2023 11:17;-66.28290226596475;-68.65644312199588;-68.02471961547265;-70.21286335545891;-69.82833600366216;-72.4170290684367;-72.48340581368734;-71.35957885099565;-72.33234149691005;-75.26665140764477;-55.204852368963145;-68.04074158846417;-64.47699702449073;-63.62096589608606;-65.37880521858548;-68.30167086289768;-64.68757152666514;-72.08285648889905;-74.47241931792172;-81.46257724879835;0.354360265506981;-60.36621652552071;18.108725108720535;0.008300907911802853;0;0;0;2.993820096131838;0.03613336385137712;0;0.19226367589837492;0.00708018616006714;0;0;0;3.0548561837186234;0.03002975509269856;0;0.09613183794918746;0.012939650568398565;0;0;0;3.067063401235981;0.05566491187914854;0;0.1693751430533303
03/01/2023 10:32;-65.00572213321125;-68.0041199359121;-67.60357061112383;-70.90180819409476;-68.43671320668345;-71.7441062027924;-72.5177386129549;-70.95445181963835;-73.76974135957884;-76.157015335317;-53.348592355230025;-67.30830853742275;-64.60975051499199;-64.73105973907072;-64.71503776607919;-68.17120622568093;-65.34218356603341;-71.62508583199816;-73.63241016250858;-81.98214694438086;0.34435034714274815;-60.25406271457999;17.865922789349213;0.00903334096284428;0;0;0;2.8976882581826504;0.03271534294651713;0;0.268558785381857;0.0073243305104142824;0;0;0;2.948043030441749;0.025391012436102846;0;0.11596856641489281;0.01416037232013428;0;0;0;2.81528953994049;0.048340581368734266;0;0.20141908903639277
03/01/2023 09:47;-64.67383840695811;-68.96543831540397;-68.24902723735408;-70.84687571526665;-68.49622339208057;-70.11215381094071;-72.96177615014876;-71.99588006408788;-73.45845731288624;-75.91668574044404;-55.31471732661936;-68.31311512932021;-64.60059510185397;-63.51110093842985;-65.17280842298008;-67.38155184252689;-63.566033417257955;-71.32753490501258;-73.74914168001831;-81.47402151522087;0.3402456702525368;-59.62233920805676;17.83123674372473;0.008545052262149997;0;0;0;2.9236285954070342;0.0302738994430457;0;0.1815823605706874;0.006836041809719997;0;0;0;2.911421377889677;0.023193713282978562;0;0.08392462043183031;0.013672083619439994;0;0;0;3.0045014114595254;0.04760814831769283;0;0.1846341649500267
